id_correo,texto,etiqueta
6199,"estimado usuario, urgente cambiar contraseña solo por hoy",Spam
6200,"hola, te informo que descuento exclusivo hoy solo por hoy",Spam
6201,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
6202,atención: ¿vamos a comer hoy? quedo atento.,Ham
6203,"estimado usuario, hola quedamos a las cinco saludos.",Ham
6204,"saludos, favor de confirmar asistencia al curso saludos.",Ham
6205,gana un iphone haz clic aquí,Spam
6206,gracias por el apoyo en la entrega gracias.,Ham
6207,gana un iphone solo por hoy,Spam
6208,atención: gana un iphone haz clic aquí,Spam
6209,atención: reunión para revisar el proyecto quedo atento.,Ham
6210,atención: urgente cambiar contraseña ¡apúrate!,Spam
6211,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
6212,"saludos, viagra sin receta ¡apúrate!",Spam
6213,"hola, te informo que hola quedamos a las cinco gracias.",Ham
6214,"estimado usuario, descuento exclusivo hoy solo por hoy",Spam
6215,gracias por el apoyo en la entrega saludos.,Ham
6216,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
6217,atención: ganar dinero gratis ¡apúrate!,Spam
6218,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
6219,"saludos, reclama tu herencia ¡apúrate!",Spam
6220,"hola, te informo que urgente cambiar contraseña ¡apúrate!",Spam
6221,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
6222,"saludos, favor de confirmar asistencia al curso saludos.",Ham
6223,"saludos, reclama tu herencia solo por hoy",Spam
6224,ganar dinero gratis ¡apúrate!,Spam
6225,"estimado usuario, viagra sin receta solo por hoy",Spam
6226,adjunto envío el reporte mensual saludos.,Ham
6227,atención: ganar dinero gratis haz clic aquí,Spam
6228,adjunto envío el reporte mensual gracias.,Ham
6229,"estimado usuario, hola quedamos a las cinco saludos.",Ham
6230,atención: invierte en cripto ya solo por hoy,Spam
6231,"saludos, reunión para revisar el proyecto quedo atento.",Ham
6232,atención: adjunto envío el reporte mensual gracias.,Ham
6233,adjunto envío el reporte mensual quedo atento.,Ham
6234,"saludos, ganar dinero gratis ¡apúrate!",Spam
6235,atención: urgente cambiar contraseña ¡apúrate!,Spam
6236,atención: favor de confirmar asistencia al curso saludos.,Ham
6237,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
6238,gracias por el apoyo en la entrega saludos.,Ham
6239,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
6240,"saludos, hola quedamos a las cinco saludos.",Ham
6241,"saludos, favor de confirmar asistencia al curso gracias.",Ham
6242,"saludos, reclama tu herencia solo por hoy",Spam
6243,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
6244,reunión para revisar el proyecto gracias.,Ham
6245,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
6246,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
6247,"hola, te informo que reclama tu herencia solo por hoy",Spam
6248,"estimado usuario, hola quedamos a las cinco gracias.",Ham
6249,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
6250,felicidades eres el ganador haz clic aquí,Spam
6251,gracias por el apoyo en la entrega quedo atento.,Ham
6252,"hola, te informo que felicidades eres el ganador ¡apúrate!",Spam
6253,premio garantizado ¡apúrate!,Spam
6254,"hola, te informo que invierte en cripto ya ¡apúrate!",Spam
6255,"saludos, reunión para revisar el proyecto saludos.",Ham
6256,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
6257,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
6258,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
6259,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
6260,"estimado usuario, descuento exclusivo hoy solo por hoy",Spam
6261,atención: felicidades eres el ganador ¡apúrate!,Spam
6262,reunión para revisar el proyecto saludos.,Ham
6263,"saludos, ganar dinero gratis haz clic aquí",Spam
6264,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
6265,atención: reunión para revisar el proyecto saludos.,Ham
6266,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
6267,"saludos, enviaré los comentarios por correo quedo atento.",Ham
6268,premio garantizado haz clic aquí,Spam
6269,"hola, te informo que descuento exclusivo hoy haz clic aquí",Spam
6270,hola quedamos a las cinco gracias.,Ham
6271,"estimado usuario, viagra sin receta ¡apúrate!",Spam
6272,atención: enviaré los comentarios por correo quedo atento.,Ham
6273,"saludos, viagra sin receta haz clic aquí",Spam
6274,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
6275,"estimado usuario, hola quedamos a las cinco saludos.",Ham
6276,"saludos, actualización del servidor el fin de semana quedo atento.",Ham
6277,ganar dinero gratis ¡apúrate!,Spam
6278,"hola, te informo que ganar dinero gratis ¡apúrate!",Spam
6279,"hola, te informo que enviaré los comentarios por correo quedo atento.",Ham
6280,"hola, te informo que premio garantizado haz clic aquí",Spam
6281,favor de confirmar asistencia al curso saludos.,Ham
6282,atención: reunión para revisar el proyecto quedo atento.,Ham
6283,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
6284,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
6285,"estimado usuario, viagra sin receta haz clic aquí",Spam
6286,"saludos, reunión para revisar el proyecto quedo atento.",Ham
6287,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
6288,"hola, te informo que hola quedamos a las cinco gracias.",Ham
6289,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
6290,"hola, te informo que hola quedamos a las cinco saludos.",Ham
6291,ganar dinero gratis ¡apúrate!,Spam
6292,"hola, te informo que ganar dinero gratis haz clic aquí",Spam
6293,"saludos, hola quedamos a las cinco saludos.",Ham
6294,"hola, te informo que viagra sin receta solo por hoy",Spam
6295,actualización del servidor el fin de semana gracias.,Ham
6296,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
6297,"saludos, descuento exclusivo hoy haz clic aquí",Spam
6298,"estimado usuario, invierte en cripto ya ¡apúrate!",Spam
6299,atención: hola quedamos a las cinco gracias.,Ham
6300,"hola, te informo que reclama tu herencia haz clic aquí",Spam
6301,actualización del servidor el fin de semana quedo atento.,Ham
6302,atención: hola quedamos a las cinco saludos.,Ham
6303,"saludos, reunión para revisar el proyecto quedo atento.",Ham
6304,gracias por el apoyo en la entrega quedo atento.,Ham
6305,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
6306,atención: favor de confirmar asistencia al curso gracias.,Ham
6307,"saludos, felicidades eres el ganador solo por hoy",Spam
6308,atención: urgente cambiar contraseña haz clic aquí,Spam
6309,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
6310,"saludos, favor de confirmar asistencia al curso saludos.",Ham
6311,"estimado usuario, gana un iphone solo por hoy",Spam
6312,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
6313,"saludos, hola quedamos a las cinco quedo atento.",Ham
6314,invierte en cripto ya haz clic aquí,Spam
6315,atención: gana un iphone solo por hoy,Spam
6316,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
6317,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
6318,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
6319,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
6320,"saludos, felicidades eres el ganador solo por hoy",Spam
6321,"saludos, gracias por el apoyo en la entrega saludos.",Ham
6322,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
6323,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
6324,"saludos, gana un iphone solo por hoy",Spam
6325,"saludos, premio garantizado solo por hoy",Spam
6326,"saludos, felicidades eres el ganador solo por hoy",Spam
6327,hola quedamos a las cinco gracias.,Ham
6328,"saludos, enviaré los comentarios por correo quedo atento.",Ham
6329,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
6330,"estimado usuario, premio garantizado haz clic aquí",Spam
6331,atención: ganar dinero gratis haz clic aquí,Spam
6332,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
6333,"saludos, favor de confirmar asistencia al curso saludos.",Ham
6334,hola quedamos a las cinco quedo atento.,Ham
6335,"estimado usuario, ganar dinero gratis haz clic aquí",Spam
6336,atención: ¿vamos a comer hoy? quedo atento.,Ham
6337,atención: descuento exclusivo hoy solo por hoy,Spam
6338,"saludos, ganar dinero gratis haz clic aquí",Spam
6339,atención: hola quedamos a las cinco gracias.,Ham
6340,reclama tu herencia haz clic aquí,Spam
6341,atención: premio garantizado haz clic aquí,Spam
6342,"hola, te informo que enviaré los comentarios por correo quedo atento.",Ham
6343,"saludos, gracias por el apoyo en la entrega gracias.",Ham
6344,actualización del servidor el fin de semana gracias.,Ham
6345,atención: enviaré los comentarios por correo quedo atento.,Ham
6346,"estimado usuario, gana un iphone solo por hoy",Spam
6347,premio garantizado haz clic aquí,Spam
6348,"estimado usuario, ¿vamos a comer hoy? gracias.",Ham
6349,atención: ¿vamos a comer hoy? saludos.,Ham
6350,"saludos, actualización del servidor el fin de semana quedo atento.",Ham
6351,"hola, te informo que premio garantizado ¡apúrate!",Spam
6352,favor de confirmar asistencia al curso quedo atento.,Ham
6353,atención: invierte en cripto ya haz clic aquí,Spam
6354,"hola, te informo que reunión para revisar el proyecto saludos.",Ham
6355,"saludos, enviaré los comentarios por correo saludos.",Ham
6356,atención: hola quedamos a las cinco saludos.,Ham
6357,"saludos, reunión para revisar el proyecto gracias.",Ham
6358,"saludos, reunión para revisar el proyecto saludos.",Ham
6359,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
6360,hola quedamos a las cinco saludos.,Ham
6361,atención: premio garantizado solo por hoy,Spam
6362,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
6363,"hola, te informo que invierte en cripto ya ¡apúrate!",Spam
6364,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
6365,"saludos, adjunto envío el reporte mensual gracias.",Ham
6366,enviaré los comentarios por correo gracias.,Ham
6367,atención: invierte en cripto ya solo por hoy,Spam
6368,"saludos, gana un iphone solo por hoy",Spam
6369,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
6370,atención: favor de confirmar asistencia al curso saludos.,Ham
6371,reunión para revisar el proyecto quedo atento.,Ham
6372,atención: felicidades eres el ganador ¡apúrate!,Spam
6373,"saludos, enviaré los comentarios por correo saludos.",Ham
6374,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
6375,"saludos, ganar dinero gratis ¡apúrate!",Spam
6376,atención: urgente cambiar contraseña haz clic aquí,Spam
6377,"saludos, hola quedamos a las cinco gracias.",Ham
6378,atención: ¿vamos a comer hoy? quedo atento.,Ham
6379,reunión para revisar el proyecto gracias.,Ham
6380,"saludos, reunión para revisar el proyecto saludos.",Ham
6381,enviaré los comentarios por correo gracias.,Ham
6382,reunión para revisar el proyecto saludos.,Ham
6383,"estimado usuario, felicidades eres el ganador haz clic aquí",Spam
6384,"hola, te informo que invierte en cripto ya ¡apúrate!",Spam
6385,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
6386,"saludos, gracias por el apoyo en la entrega saludos.",Ham
6387,atención: gracias por el apoyo en la entrega quedo atento.,Ham
6388,"hola, te informo que hola quedamos a las cinco gracias.",Ham
6389,"saludos, ganar dinero gratis haz clic aquí",Spam
6390,"saludos, gracias por el apoyo en la entrega gracias.",Ham
6391,"estimado usuario, reclama tu herencia ¡apúrate!",Spam
6392,gracias por el apoyo en la entrega saludos.,Ham
6393,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
6394,"hola, te informo que reunión para revisar el proyecto saludos.",Ham
6395,"saludos, ¿vamos a comer hoy? gracias.",Ham
6396,felicidades eres el ganador haz clic aquí,Spam
6397,gracias por el apoyo en la entrega quedo atento.,Ham
6398,"estimado usuario, invierte en cripto ya ¡apúrate!",Spam
6399,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
6400,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
6401,enviaré los comentarios por correo quedo atento.,Ham
6402,atención: adjunto envío el reporte mensual quedo atento.,Ham
6403,descuento exclusivo hoy haz clic aquí,Spam
6404,atención: ¿vamos a comer hoy? quedo atento.,Ham
6405,"hola, te informo que ganar dinero gratis solo por hoy",Spam
6406,gracias por el apoyo en la entrega gracias.,Ham
6407,"saludos, felicidades eres el ganador ¡apúrate!",Spam
6408,"saludos, ganar dinero gratis solo por hoy",Spam
6409,hola quedamos a las cinco gracias.,Ham
6410,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
6411,"hola, te informo que viagra sin receta solo por hoy",Spam
6412,"hola, te informo que reclama tu herencia solo por hoy",Spam
6413,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
6414,reclama tu herencia solo por hoy,Spam
6415,gana un iphone ¡apúrate!,Spam
6416,adjunto envío el reporte mensual quedo atento.,Ham
6417,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
6418,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
6419,atención: enviaré los comentarios por correo gracias.,Ham
6420,"hola, te informo que hola quedamos a las cinco saludos.",Ham
6421,atención: reunión para revisar el proyecto saludos.,Ham
6422,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
6423,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
6424,"hola, te informo que invierte en cripto ya haz clic aquí",Spam
6425,"estimado usuario, hola quedamos a las cinco saludos.",Ham
6426,"hola, te informo que urgente cambiar contraseña haz clic aquí",Spam
6427,atención: adjunto envío el reporte mensual gracias.,Ham
6428,atención: gracias por el apoyo en la entrega quedo atento.,Ham
6429,"saludos, premio garantizado haz clic aquí",Spam
6430,"saludos, actualización del servidor el fin de semana saludos.",Ham
6431,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
6432,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
6433,"saludos, adjunto envío el reporte mensual gracias.",Ham
